,home_team_name,away_team_name,event_id,event_timezone,event_open_date,event_country_code,event_market_count,competition_name,competition_id,betname,market_name,market_id,market_total_matched
122,FIFA World Cup,N/A,31345701,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,To Reach The Final,1.197055365,825.8479040000001
123,FIFA World Cup,N/A,31345701,GMT,2022-04-01T08:37:52.000Z,NF,22,FIFA World Cup,12469077,TF,Winner 2022,1.145970106,1667857.364488
124,Qatar,Ecuador,31348645,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093729,69.76905599999999
125,Qatar,Ecuador,31348645,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093579,0.0
126,England,Iran,31348646,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093506,135.950696
127,England,Iran,31348646,GMT,2022-11-21T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093441,0.0
128,Argentina,Saudi Arabia,31348652,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093368,22.390424
129,Argentina,Saudi Arabia,31348652,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093303,0.0
130,Denmark,Tunisia,31348657,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093230,0.0
131,Denmark,Tunisia,31348657,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093165,0.0
132,Mexico,Poland,31348659,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093092,0.0
133,Mexico,Poland,31348659,GMT,2022-11-22T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093027,0.0
134,Belgium,Canada,31348661,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092954,12.803363999999998
135,Belgium,Canada,31348661,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092889,0.0
136,Germany,Japan,31348662,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092816,0.0
137,Germany,Japan,31348662,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092751,0.0
138,Morocco,Croatia,31348663,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092678,0.0
139,Morocco,Croatia,31348663,GMT,2022-11-23T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092613,0.0
140,Brazil,Serbia,31348667,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092540,144.362568
141,Brazil,Serbia,31348667,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092475,0.0
142,Portugal,Ghana,31348668,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092402,0.0
143,Portugal,Ghana,31348668,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092337,0.0
144,Switzerland,Cameroon,31348669,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197092264,0.0
145,Switzerland,Cameroon,31348669,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197092199,0.0
146,Uruguay,South Korea,31348674,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197094060,0.0
147,Uruguay,South Korea,31348674,GMT,2022-11-24T10:00:00.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093995,0.0
148,Senegal,Netherlands,31348683,GMT,2022-11-21T10:00:01.000Z,NF,2,FIFA World Cup,12469077,TF,Match Odds,1.197093922,19.916344000000002
149,Senegal,Netherlands,31348683,GMT,2022-11-21T10:00:01.000Z,NF,2,FIFA World Cup,12469077,TF,Over/Under 2.5 Goals,1.197093857,0.0
150,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Ajax +1,1.197584018,0.0
151,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Ajax +2,1.197584017,0.0
152,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Ajax +3,1.197584020,0.0
153,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Ajax Clean Sheet,1.197584039,0.0
154,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Ajax Win to Nil,1.197584023,0.0
155,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Asian Handicap,1.197583982,4199.874504
156,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Both teams to Score?,1.197584028,1054.947712
157,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Corners Odds,1.197583978,0.0
158,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Corners Over/Under 10.5,1.197584044,0.0
159,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Corners Over/Under 13.5,1.197583975,0.0
160,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Corners Over/Under 8.5,1.197583974,0.0
161,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Correct Score,1.197584035,0.0
162,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Correct Score 2 Away,1.197583977,0.0
163,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Correct Score 2 Home,1.197584042,0.0
164,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Double Chance,1.197584031,0.0
165,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,Draw no Bet,1.197584016,0.0
166,Ajax,PEC Zwolle,31372400,GMT,2022-04-30T16:45:00.000Z,NL,44,Dutch Eredivisie,9404054,TF,First Half Goals 0.5,1.197584032,0.0
